Sentence #,Token_id,Word,Tag,Sentiment,Relation
Sentence: 102,18,van,I-target,-,6
Sentence: 102,19,het,I-target,-,6
Sentence: 102,20,klimaatakkoord,I-target,-,6
Sentence: 102,21,van,I-target,-,6
Sentence: 102,22,Parijs,I-target,-,6
Sentence: 102,23,.,O,-,-
Sentence: 104,1,Om,O,-,-
Sentence: 104,2,deze,O,-,-
Sentence: 104,3,redenen,O,-,-
Sentence: 104,4,wil,B-expression,pos,-
Sentence: 104,5,de,B-holder,-,4
Sentence: 104,6,Christen,I-holder,-,4
Sentence: 104,7,Unie,I-holder,-,4
Sentence: 104,8,inzetten,I-expression,pos,-
Sentence: 104,9,op,I-expression,pos,-
Sentence: 104,10,energie,B-target,-,4
Sentence: 104,11,dat,I-target,-,4
Sentence: 104,12,op,I-target,-,4
Sentence: 104,13,een,I-target,-,4
Sentence: 104,14,andere,I-target,-,4
Sentence: 104,15,manier,I-target,-,4
Sentence: 104,16,is,I-target,-,4
Sentence: 104,17,opgewekt,I-target,-,4
Sentence: 104,18,:,I-target,-,4
Sentence: 104,19,de,I-target,-,4
Sentence: 104,20,energietransitie,I-target,-,4
Sentence: 104,21,.,O,-,-
Sentence: 105,1,Daarom,O,-,-
Sentence: 105,2,wil,B-expression,pos,-
Sentence: 105,3,de,B-holder,-,2
Sentence: 105,4,Christen,I-holder,-,2
Sentence: 105,5,Unie,I-holder,-,2
Sentence: 105,6,inzetten,I-expression,pos,-
Sentence: 105,7,op,I-expression,pos,-
Sentence: 105,8,de,B-target,-,2
Sentence: 105,9,energietransitie,I-target,-,2
Sentence: 105,10,.,O,-,-
Sentence: 106,1,Sommige,B-holder,-,11
Sentence: 106,2,tegenstanders,I-holder,-,11
Sentence: 106,3,van,I-holder,-,11
Sentence: 106,4,het,I-holder,-,11
Sentence: 106,5,Franse,I-holder,-,11
Sentence: 106,6,klimaatbeleid,I-holder,-,11
Sentence: 106,7,spreken,O,-,-
Sentence: 106,8,daarom,O,-,-
Sentence: 106,9,van,O,-,-
Sentence: 106,10,‘,O,-,-
Sentence: 106,11,het,B-expression,neg,-
Sentence: 106,12,verraad,I-expression,neg,-
Sentence: 106,13,van,I-expression,neg,-
Sentence: 106,14,de,I-expression,neg,-
Sentence: 106,15,energietransitie,I-expression,neg,-
Sentence: 106,16,’,O,-,-
Sentence: 106,17,.,O,-,-
Sentence: 107,1,Tot,O,-,-
Sentence: 107,2,de,O,-,-
Sentence: 107,3,uitkomst,O,-,-
Sentence: 107,4,van,O,-,-
Sentence: 107,5,dat,O,-,-
Sentence: 107,6,onderzoek,O,-,-
Sentence: 107,7,blijft,O,-,-
Sentence: 107,8,biomassa,B-target,-,10
Sentence: 107,9,‘,O,-,-
Sentence: 107,10,een,B-expression,pos,-
Sentence: 107,11,geschikte,I-expression,pos,-
Sentence: 107,12,alternatieve,I-expression,pos,-
Sentence: 107,13,energiebron,I-expression,pos,-
Sentence: 107,14,’,O,-,-
Sentence: 107,15,voor,O,-,-
Sentence: 107,16,Zwolle,B-holder,-,10
Sentence: 107,17,",",O,-,-
Sentence: 107,18,laat,O,-,-
Sentence: 107,19,wethouder,O,-,-
Sentence: 107,20,Schuttenbeld,O,-,-
Sentence: 107,21,schriftelijk,O,-,-
Sentence: 107,22,weten,O,-,-
Sentence: 107,23,aan,O,-,-
Sentence: 107,24,de,O,-,-
Sentence: 107,25,Stentor,O,-,-
Sentence: 107,26,.,O,-,-
Sentence: 108,1,Daarmee,O,-,-
Sentence: 108,2,ontstaat,B-expression,neg,-
Sentence: 108,3,bij,O,-,-
Sentence: 108,4,hen,O,-,-
Sentence: 108,5,het,I-expression,neg,-
Sentence: 108,6,angstbeeld,I-expression,neg,-
Sentence: 108,7,dat,I-expression,neg,-
Sentence: 108,8,je,I-expression,neg,-
Sentence: 108,9,met,O,-,-
Sentence: 108,10,een,B-target,-,2
Sentence: 108,11,elektrische,I-target,-,2
Sentence: 108,12,auto,I-target,-,2
Sentence: 108,13,zomaar,I-expression,neg,-
Sentence: 108,14,een,I-expression,neg,-
Sentence: 108,15,half,I-expression,neg,-
Sentence: 108,16,uur,I-expression,neg,-
Sentence: 108,17,verliest,I-expression,neg,-
Sentence: 108,19,aan,I-expression,neg,-
Sentence: 108,20,de,I-expression,neg,-
Sentence: 108,21,pomp,I-expression,neg,-
Sentence: 108,23,.,O,-,-
Sentence: 109,1,De,B-target,-,7
Sentence: 109,2,elektrische,I-target,-,7
Sentence: 109,3,auto,I-target,-,7
Sentence: 109,4,zou,O,-,-
Sentence: 109,5,volgens,O,-,-
Sentence: 109,6,Meiborg,B-holder,-,7
Sentence: 109,7,niet,B-expression,pos,-
Sentence: 109,8,als,O,-,-
Sentence: 109,9,het,I-expression,pos,-
Sentence: 109,10,probleem,I-expression,pos,-
Sentence: 109,11,gezien,O,-,-
Sentence: 109,12,moeten,O,-,-
Sentence: 109,13,worden,O,-,-
Sentence: 109,14,",",O,-,-
Sentence: 109,15,maar,I-expression,pos,-
Sentence: 109,16,juist,O,-,-
Sentence: 109,17,als,O,-,-
Sentence: 109,18,onderdeel,I-expression,pos,-
Sentence: 109,19,van,I-expression,pos,-
Sentence: 109,20,de,I-expression,pos,-
Sentence: 109,21,oplossing,I-expression,pos,-
Sentence: 109,22,.,O,-,-
Sentence: 110,1,Als,O,-,-
Sentence: 110,2,het,O,-,-
Sentence: 110,3,aan,O,-,-
Sentence: 110,4,het,B-holder,-,14
Sentence: 110,5,merendeel,I-holder,-,14
Sentence: 110,6,van,I-holder,-,14
Sentence: 110,7,de,I-holder,-,14
Sentence: 110,8,inwoners,I-holder,-,14
Sentence: 110,9,van,I-holder,-,14
Sentence: 110,10,Olst,I-holder,-,14
Sentence: 110,11,Wijhe,I-holder,-,14
Sentence: 110,12,ligt,O,-,-
Sentence: 110,13,",",O,-,-
Sentence: 110,14,worden,B-expression,neg,-
Sentence: 110,15,er,I-expression,neg,-
Sentence: 110,16,geen,I-expression,neg,-
Sentence: 110,17,grote,B-target,-,14
Sentence: 110,18,windmolens,I-target,-,14
Sentence: 110,19,binnen,I-target,-,14
Sentence: 110,20,de,I-target,-,14
Sentence: 110,21,gemeentegrens,I-target,-,14
Sentence: 110,22,gebouwd,I-expression,neg,-
Sentence: 110,23,.,O,-,-
Sentence: 111,1,Slechts,B-holder,-,5
Sentence: 111,2,een,I-holder,-,5
Sentence: 111,3,handjevol,I-holder,-,5
Sentence: 111,4,insprekers,I-holder,-,5
Sentence: 111,5,ziet,B-expression,pos,-
Sentence: 111,6,de,B-target,-,5
Sentence: 111,7,komst,I-target,-,5
Sentence: 111,8,van,I-target,-,5
Sentence: 111,9,de,I-target,-,5
Sentence: 111,10,windmolens,I-target,-,5
Sentence: 111,11,zitten,I-expression,pos,-
Sentence: 111,12,.,O,-,-
Sentence: 112,1,Er,B-expression,neg,-
Sentence: 112,2,zijn,I-expression,neg,-
Sentence: 112,3,door,O,-,-
Sentence: 112,4,inwoners,B-holder,-,1
Sentence: 112,5,negentig,I-expression,neg,-
Sentence: 112,6,zienswijzen,I-expression,neg,-
Sentence: 112,7,",",O,-,-
Sentence: 112,8,waaronder,I-expression,neg,-
Sentence: 112,9,veel,I-expression,neg,-
Sentence: 112,10,bezwaren,I-expression,neg,-
Sentence: 112,11,tegen,I-expression,neg,-
Sentence: 112,12,de,B-target,-,1
Sentence: 112,13,komst,I-target,-,1
Sentence: 112,14,van,I-target,-,1
Sentence: 112,15,de,I-target,-,1
Sentence: 112,16,windmolens,I-target,-,1
Sentence: 112,17,",",O,-,-
Sentence: 112,18,ingediend,I-expression,neg,-
Sentence: 112,19,.,O,-,-
Sentence: 113,1,Er,B-expression,neg,-
Sentence: 113,2,is,I-expression,neg,-
Sentence: 113,3,veel,I-expression,neg,-
Sentence: 113,4,onduidelijkheid,I-expression,neg,-
Sentence: 113,5,en,I-expression,neg,-
Sentence: 113,6,ongerustheid,I-expression,neg,-
Sentence: 113,7,over,I-expression,neg,-
Sentence: 113,8,de,B-target,-,1
Sentence: 113,9,komst,I-target,-,1
Sentence: 113,10,van,I-target,-,1
Sentence: 113,11,de,I-target,-,1
Sentence: 113,12,grote,I-target,-,1
Sentence: 113,13,windturbines,I-target,-,1
Sentence: 113,14,.,O,-,-
Sentence: 114,1,Ze,B-holder,-,2
Sentence: 114,2,zien,B-expression,neg,-
Sentence: 114,3,liever,I-expression,neg,-
Sentence: 114,4,dat,I-expression,neg,-
Sentence: 114,5,de,I-expression,neg,-
Sentence: 114,6,gemeente,I-expression,neg,-
Sentence: 114,7,op,I-expression,neg,-
Sentence: 114,8,zoek,I-expression,neg,-
Sentence: 114,9,gaat,I-expression,neg,-
Sentence: 114,10,naar,I-expression,neg,-
Sentence: 114,11,alternatieven,I-expression,neg,-
Sentence: 114,12,voor,I-expression,neg,-
Sentence: 114,13,de,B-target,-,2
Sentence: 114,14,windenergie,I-target,-,2
Sentence: 114,15,.,O,-,-
Sentence: 116,1,Wethouder,B-holder,-,4
Sentence: 116,2,Marcel,I-holder,-,4
Sentence: 116,3,Blind,I-holder,-,4
Sentence: 116,4,was,B-expression,neg,-
Sentence: 116,5,gisteren,O,-,-
Sentence: 116,6,niet,I-expression,neg,-
Sentence: 116,7,onder,I-expression,neg,-
Sentence: 116,8,de,I-expression,neg,-
Sentence: 116,9,indruk,I-expression,neg,-
Sentence: 116,10,van,I-expression,neg,-
Sentence: 116,11,de,B-target,-,4
Sentence: 116,12,vele,I-target,-,4
Sentence: 116,13,bezwaren,I-target,-,4
Sentence: 116,14,tegen,I-target,-,4
Sentence: 116,15,de,I-target,-,4
Sentence: 116,16,komst,I-target,-,4
Sentence: 116,17,van,I-target,-,4
Sentence: 116,18,de,I-target,-,4
Sentence: 116,19,windturbines,I-target,-,4
Sentence: 116,20,.,O,-,-
Sentence: 117,1,Volgens,B-holder,-,4
Sentence: 117,2,Gemeentebelang,I-holder,-,4
Sentence: 117,3,Deventer,I-holder,-,4
Sentence: 117,4,waren,B-expression,neg,-
Sentence: 117,5,er,I-expression,neg,-
Sentence: 117,6,vooral,I-expression,neg,-
Sentence: 117,7,zorgen,I-expression,neg,-
Sentence: 117,8,om,I-expression,neg,-
Sentence: 117,9,het,B-target,-,4
Sentence: 117,10,gebruik,I-target,-,4
Sentence: 117,11,van,I-target,-,4
Sentence: 117,12,landbouwgrond,I-target,-,4
Sentence: 117,13,voor,I-target,-,4
Sentence: 117,14,zonneparken,I-target,-,4
Sentence: 117,15,.,O,-,-
Sentence: 120,1,De,B-target,-,6
Sentence: 120,2,uitstoot,I-target,-,6
Sentence: 120,3,van,I-target,-,6
Sentence: 120,4,CO2,I-target,-,6
Sentence: 120,5,is,O,-,-
Sentence: 120,6,goed,B-expression,pos,-
Sentence: 120,7,voor,I-expression,pos,-
Sentence: 120,8,bomen,I-expression,pos,-
Sentence: 120,9,",",O,-,-
Sentence: 120,10,zei,O,-,-
Sentence: 120,11,de,B-holder,-,6
Sentence: 120,12,grote,I-holder,-,6
Sentence: 120,13,geleerde,I-holder,-,6
Sentence: 120,14,.,O,-,-
Sentence: 121,1,Het,B-target,-,11
Sentence: 121,2,opwekken,I-target,-,11
Sentence: 121,3,van,I-target,-,11
Sentence: 121,4,energie,I-target,-,11
Sentence: 121,5,uit,I-target,-,11
Sentence: 121,6,houtige,I-target,-,11
Sentence: 121,7,biomassa,I-target,-,11
Sentence: 121,8,is,O,-,-
Sentence: 121,9,volgens,O,-,-
Sentence: 121,10,Broekhuis,B-holder,-,11
Sentence: 121,11,niet,B-expression,neg,-
Sentence: 121,12,efficiënt,I-expression,neg,-
Sentence: 121,13,.,O,-,-
Sentence: 122,1,Het,B-target,-,6
Sentence: 122,2,vervangen,I-target,-,6
Sentence: 122,3,door,I-target,-,6
Sentence: 122,4,groene,I-target,-,6
Sentence: 122,5,waterstof,I-target,-,6
Sentence: 122,6,draagt,B-expression,pos,-
Sentence: 122,7,volgens,O,-,-
Sentence: 122,8,Shell,B-holder,-,6
Sentence: 122,9,en,O,-,-
Sentence: 122,10,Gasunie,B-holder,-,6
Sentence: 122,11,serieus,I-expression,pos,-
Sentence: 122,12,bij,I-expression,pos,-
Sentence: 122,13,aan,I-expression,pos,-
Sentence: 122,14,de,I-expression,pos,-
Sentence: 122,15,verduurzaming,I-expression,pos,-
Sentence: 122,16,van,I-expression,pos,-
Sentence: 122,17,de,I-expression,pos,-
Sentence: 122,18,industrie,I-expression,pos,-
Sentence: 122,19,.,O,-,-
Sentence: 123,1,Van,B-holder,-,4
Sentence: 123,2,der,I-holder,-,4
Sentence: 123,3,Molen,I-holder,-,4
Sentence: 123,4,is,B-expression,pos,-
Sentence: 123,5,enthousiast,I-expression,pos,-
Sentence: 123,6,over,I-expression,pos,-
Sentence: 123,7,het,B-target,-,4
Sentence: 123,8,project,I-target,-,4
Sentence: 123,9,en,O,-,-
Sentence: 123,10,over,O,-,-
Sentence: 123,11,waterstof,B-target,-,4
Sentence: 123,12,als,I-target,-,4
Sentence: 123,13,vervanger,I-target,-,4
Sentence: 123,14,voor,I-target,-,4
Sentence: 123,15,aardgas,I-target,-,4
Sentence: 123,16,in,I-target,-,4
Sentence: 123,17,huis,I-target,-,4
Sentence: 123,18,.,O,-,-
Sentence: 124,1,Hij,B-holder,-,7
Sentence: 124,2,rijdt,O,-,-
Sentence: 124,3,een,O,-,-
Sentence: 124,4,elektrische,O,-,-
Sentence: 124,5,auto,O,-,-
Sentence: 124,6,en,O,-,-
Sentence: 124,7,heeft,B-expression,pos,-
Sentence: 124,8,plannen,I-expression,pos,-
Sentence: 124,9,voor,I-expression,pos,-
Sentence: 124,10,een,B-target,-,7
Sentence: 124,11,klein,I-target,-,7
Sentence: 124,12,zonneparkje,I-target,-,7
Sentence: 124,13,op,I-target,-,7
Sentence: 124,14,een,I-target,-,7
Sentence: 124,15,open,I-target,-,7
Sentence: 124,16,veld,I-target,-,7
Sentence: 124,17,in,I-target,-,7
Sentence: 124,18,zijn,I-target,-,7
Sentence: 124,19,bezit,I-target,-,7
Sentence: 124,20,.,O,-,-
Sentence: 125,1,Martien,B-holder,-,16
Sentence: 125,2,Visser,I-holder,-,16
Sentence: 125,3,",",O,-,-
Sentence: 125,4,docent,O,-,-
Sentence: 125,5,energietransitie,O,-,-
Sentence: 125,6,aan,O,-,-
Sentence: 125,7,de,O,-,-
Sentence: 125,8,Hanzehogeschool,O,-,-
Sentence: 125,9,in,O,-,-
Sentence: 125,10,Groningen,O,-,-
Sentence: 125,11,",",O,-,-
Sentence: 125,12,noemt,O,-,-
Sentence: 125,13,dat,B-target,-,16
Sentence: 125,14,laatste,I-target,-,16
Sentence: 125,16,spectaculair,B-expression,pos,-
Sentence: 125,18,.,O,-,-
Sentence: 126,1,Wij,B-holder,-,4
Sentence: 126,2,Duurzaam,I-holder,-,4
Sentence: 126,3,Staphorst,I-holder,-,4
Sentence: 126,4,wil,B-expression,pos,-
Sentence: 126,5,de,B-target,-,4
Sentence: 126,6,transitie,I-target,-,4
Sentence: 126,7,naar,I-target,-,4
Sentence: 126,8,duurzame,I-target,-,4
Sentence: 126,9,energie,I-target,-,4
Sentence: 126,10,ondersteunen,I-expression,pos,-
Sentence: 126,11,door,O,-,-
Sentence: 126,12,projecten,O,-,-
Sentence: 126,13,.,O,-,-
Sentence: 127,1,Kernenergie,B-target,-,6
Sentence: 127,2,wordt,O,-,-
Sentence: 127,3,dan,O,-,-
Sentence: 127,4,gezien,O,-,-
Sentence: 127,5,als,O,-,-
Sentence: 127,6,een,B-expression,neg,-
Sentence: 127,7,gevaar,I-expression,neg,-
Sentence: 127,8,voor,I-expression,neg,-
Sentence: 127,9,het,I-expression,neg,-
Sentence: 127,10,voortbestaan,I-expression,neg,-
Sentence: 127,11,van,I-expression,neg,-
Sentence: 127,12,de,I-expression,neg,-
Sentence: 127,13,mensheid,I-expression,neg,-
Sentence: 127,14,en,O,-,-
Sentence: 127,15,vooral,O,-,-
Sentence: 127,16,links,B-holder,-,18
Sentence: 127,17,Nederland,I-holder,-,18
Sentence: 127,18,loopt,B-expression,neg,-
Sentence: 127,19,er,B-target,-,18
Sentence: 127,20,tegen,I-expression,neg,-
Sentence: 127,21,te,I-expression,neg,-
Sentence: 127,22,hoop,I-expression,neg,-
Sentence: 127,23,.,O,-,-
Sentence: 129,1,Het,B-holder,-,13
Sentence: 129,2,onderzoekscentrum,I-holder,-,13
Sentence: 129,3,kernenergie,I-holder,-,13
Sentence: 129,4,Laka,I-holder,-,13
Sentence: 129,5,houdt,O,-,-
Sentence: 129,6,zaterdagmiddag,O,-,-
Sentence: 129,7,29,O,-,-
Sentence: 129,8,februari,O,-,-
Sentence: 129,9,onder,O,-,-
Sentence: 129,10,de,O,-,-
Sentence: 129,11,noemer,O,-,-
Sentence: 129,12,’,O,-,-
Sentence: 129,13,50,B-expression,neg,-
Sentence: 129,14,jaar,I-expression,neg,-
Sentence: 129,15,Urenco,B-target,-,13
Sentence: 129,16,is,I-expression,neg,-
Sentence: 129,17,genoeg,I-expression,neg,-
Sentence: 129,18,’,O,-,-
Sentence: 129,19,een,O,-,-
Sentence: 129,20,conferentie,O,-,-
Sentence: 129,21,in,O,-,-
Sentence: 129,22,het,O,-,-
Sentence: 129,23,Theaterhotel,O,-,-
Sentence: 129,24,Almelo,O,-,-
Sentence: 129,25,.,O,-,-
Sentence: 130,1,Omwonenden,B-holder,-,8
Sentence: 130,2,van,I-holder,-,8
Sentence: 130,3,windmolenpark,I-holder,-,8
Sentence: 130,4,De,I-holder,-,8
Sentence: 130,5,Veenwieken,I-holder,-,8
Sentence: 130,6,bij,I-holder,-,8
Sentence: 130,7,Ommen,I-holder,-,8
Sentence: 130,8,klagen,B-expression,neg,-
Sentence: 130,9,over,I-expression,neg,-
Sentence: 130,10,de,B-target,-,8
Sentence: 130,11,constante,I-target,-,8
Sentence: 130,12,slagschaduw,I-target,-,8
Sentence: 130,13,in,I-target,-,8
Sentence: 130,14,hun,I-target,-,8
Sentence: 130,15,huizen,I-target,-,8
Sentence: 130,16,die,I-target,-,8
Sentence: 130,17,de,I-target,-,8
Sentence: 130,18,draaiende,I-target,-,8
Sentence: 130,19,wieken,I-target,-,8
Sentence: 130,20,van,I-target,-,8
Sentence: 130,21,de,I-target,-,8
Sentence: 130,22,windturbines,I-target,-,8
Sentence: 130,23,veroorzaken,I-target,-,8
Sentence: 130,24,.,O,-,-
Sentence: 131,1,Nu,O,-,-
Sentence: 131,2,ervaren,B-expression,neg,-
Sentence: 131,3,ze,B-holder,-,2
Sentence: 131,4,overlast,I-expression,neg,-
Sentence: 131,5,van,I-expression,neg,-
Sentence: 131,6,de,B-target,-,2
Sentence: 131,7,draaiende,I-target,-,2
Sentence: 131,8,windmolens,I-target,-,2
Sentence: 131,9,die,I-target,-,2
Sentence: 131,10,op,I-target,-,2
Sentence: 131,11,een,I-target,-,2
Sentence: 131,12,perceel,I-target,-,2
Sentence: 131,13,staan,I-target,-,2
Sentence: 131,14,dat,I-target,-,2
Sentence: 131,15,ligt,I-target,-,2
Sentence: 131,16,op,I-target,-,2
Sentence: 131,17,het,I-target,-,2
Sentence: 131,18,grondgebied,I-target,-,2
Sentence: 131,19,van,I-target,-,2
Sentence: 131,20,de,I-target,-,2
Sentence: 131,21,gemeenten,I-target,-,2
Sentence: 131,22,Hardenberg,I-target,-,2
Sentence: 131,23,en,I-target,-,2
Sentence: 131,24,Ommen,I-target,-,2
Sentence: 131,25,.,O,-,-
Sentence: 132,1,Liever,B-expression,pos,-
Sentence: 132,2,was,O,-,-
Sentence: 132,3,hij,B-holder,-,1
Sentence: 132,4,zelfstandig,B-target,-,1
Sentence: 132,5,gegaan,I-target,-,1
Sentence: 132,6,met,I-target,-,1
Sentence: 132,7,de,I-target,-,1
Sentence: 132,8,Traaise,I-target,-,1
Sentence: 132,9,windmolen,I-target,-,1
Sentence: 132,10,",",O,-,-
Sentence: 132,11,omdat,O,-,-
Sentence: 132,12,aan,O,-,-
Sentence: 132,13,de,O,-,-
Sentence: 132,14,flanken,O,-,-
Sentence: 132,15,van,O,-,-
Sentence: 132,16,de,O,-,-
Sentence: 132,17,A16,O,-,-
Sentence: 132,18,niet,B-holder,-,20
Sentence: 132,19,iedereen,I-holder,-,20
Sentence: 132,20,blij,B-expression,pos,-
Sentence: 132,21,is,I-expression,pos,-
Sentence: 132,22,met,I-expression,pos,-
Sentence: 132,23,de,B-target,-,20
Sentence: 132,24,komst,I-target,-,20
Sentence: 132,25,van,I-target,-,20
Sentence: 132,26,de,I-target,-,20
Sentence: 132,27,molenwieken,I-target,-,20
Sentence: 132,28,.,O,-,-
Sentence: 133,1,Het,B-expression,neg,-
Sentence: 133,2,volksverzet,I-expression,neg,-
Sentence: 133,3,tegen,I-expression,neg,-
Sentence: 133,4,honderden,B-target,-,1
Sentence: 133,5,in,I-target,-,1
Sentence: 133,6,Nederland,I-target,-,1
Sentence: 133,7,geplande,I-target,-,1
Sentence: 133,8,biomassacentrales,I-target,-,1
Sentence: 133,9,groeit,I-expression,neg,-
Sentence: 133,10,.,O,-,-
Sentence: 135,1,In,O,-,-
Sentence: 135,2,1978,O,-,-
Sentence: 135,3,waren,B-expression,neg,-
Sentence: 135,4,de,I-expression,neg,-
Sentence: 135,5,protesten,I-expression,neg,-
Sentence: 135,6,tegen,I-expression,neg,-
Sentence: 135,7,de,B-target,-,3
Sentence: 135,8,productie,B-target,-,3
Sentence: 135,9,van,B-target,-,3
Sentence: 135,10,verrijkt,B-target,-,3
Sentence: 135,11,uranium,B-target,-,3
Sentence: 135,12,op,I-expression,neg,-
Sentence: 135,13,hun,I-expression,neg,-
Sentence: 135,14,hoogtepunt,I-expression,neg,-
Sentence: 135,15,:,O,-,-
Sentence: 135,16,meer,B-holder,-,24
Sentence: 135,17,dan,I-holder,-,24
Sentence: 135,18,40.000,I-holder,-,24
Sentence: 135,19,demonstranten,I-holder,-,24
Sentence: 135,20,overspoelden,O,-,-
Sentence: 135,21,Almelo,O,-,-
Sentence: 135,22,om,O,-,-
Sentence: 135,23,te,O,-,-
Sentence: 135,24,demonstreren,B-expression,neg,-
Sentence: 135,25,tegen,I-expression,neg,-
Sentence: 135,26,kernenergie,B-target,-,24
Sentence: 135,27,.,O,-,-
Sentence: 136,1,Vijf,O,-,-
Sentence: 136,2,decennia,O,-,-
Sentence: 136,3,na,O,-,-
Sentence: 136,4,ondertekening,O,-,-
Sentence: 136,5,van,O,-,-
Sentence: 136,6,het,O,-,-
Sentence: 136,7,Verdrag,O,-,-
Sentence: 136,8,van,O,-,-
Sentence: 136,9,Almelo,O,-,-
Sentence: 136,10,is,B-expression,neg,-
Sentence: 136,11,er,I-expression,neg,-
Sentence: 136,12,voor,O,-,-
Sentence: 136,13,de,B-holder,-,10
Sentence: 136,14,tegenstanders,I-holder,-,10
Sentence: 136,15,van,I-holder,-,10
Sentence: 136,16,kernenergie,I-holder,-,10
Sentence: 136,17,geen,I-expression,neg,-
Sentence: 136,18,reden,I-expression,neg,-
Sentence: 136,19,voor,I-expression,neg,-
Sentence: 136,20,een,I-expression,neg,-
Sentence: 136,21,feestje,I-expression,neg,-
Sentence: 136,22,.,O,-,-
Sentence: 137,1,Ondanks,O,-,-
Sentence: 137,2,het,O,-,-
Sentence: 137,3,gebrek,O,-,-
Sentence: 137,4,aan,O,-,-
Sentence: 137,5,fysieke,O,-,-
Sentence: 137,6,betrokkenheid,O,-,-
Sentence: 137,7,wordt,B-expression,neg,-
Sentence: 137,8,er,I-expression,neg,-
Sentence: 137,9,nog,I-expression,neg,-
Sentence: 137,10,steeds,I-expression,neg,-
Sentence: 137,11,gedemonstreerd,I-expression,neg,-
Sentence: 137,12,tegen,I-expression,neg,-
Sentence: 137,13,kernenergie,B-target,-,7
Sentence: 137,14,.,O,-,-
Sentence: 138,1,Wanneer,O,-,-
Sentence: 138,2,de,B-target,-,4
Sentence: 138,3,energierekening,I-target,-,4
Sentence: 138,4,te,B-expression,neg,-
Sentence: 138,5,veel,I-expression,neg,-
Sentence: 138,6,stijgt,I-expression,neg,-
Sentence: 138,7,",",O,-,-
Sentence: 138,8,zullen,O,-,-
Sentence: 138,9,mensen,B-holder,-,10
Sentence: 138,10,protesteren,B-expression,neg,-
Sentence: 138,11,en,O,-,-
Sentence: 138,12,daalt,I-expression,neg,-
Sentence: 138,13,het,I-expression,neg,-
Sentence: 138,14,draagvlak,I-expression,neg,-
Sentence: 138,15,voor,I-expression,neg,-
Sentence: 138,16,de,B-target,-,12
Sentence: 138,17,politiek,I-target,-,12
Sentence: 138,18,ambitieus,I-target,-,12
Sentence: 138,19,ingezette,I-target,-,12
Sentence: 138,20,energietransitie,I-target,-,12
Sentence: 138,21,.,O,-,-
Sentence: 139,1,Daarin,O,-,-
Sentence: 139,2,maakt,O,-,-
Sentence: 139,3,hij,O,-,-
Sentence: 139,4,bekend,O,-,-
Sentence: 139,5,dat,O,-,-
Sentence: 139,6,EZ,B-holder,-,9
Sentence: 139,7,dit,O,-,-
Sentence: 139,8,najaar,O,-,-
Sentence: 139,9,€,B-expression,pos,-
Sentence: 139,10,5,I-expression,pos,-
Sentence: 139,11,mrd,I-expression,pos,-
Sentence: 139,12,uitdeelt,I-expression,pos,-
Sentence: 139,13,om,I-expression,pos,-
Sentence: 139,14,de,B-target,-,9
Sentence: 139,15,energietransitie,I-target,-,9
Sentence: 139,16,te,I-expression,pos,-
Sentence: 139,17,bevorderen,I-expression,pos,-
Sentence: 139,18,.,O,-,-
Sentence: 140,1,De,B-holder,-,4
Sentence: 140,2,Groningse,I-holder,-,4
Sentence: 140,3,hoogleraar,I-holder,-,4
Sentence: 140,4,is,B-expression,pos,-
Sentence: 140,5,het,I-expression,pos,-
Sentence: 140,6,eens,I-expression,pos,-
Sentence: 140,7,met,I-expression,pos,-
Sentence: 140,8,het,B-target,-,4
Sentence: 140,9,uitgangspunt,I-target,-,4
Sentence: 140,10,dat,I-target,-,4
Sentence: 140,11,verbruikers,I-target,-,4
Sentence: 140,12,betalen,I-target,-,4
Sentence: 140,13,voor,I-target,-,4
Sentence: 140,14,de,I-target,-,4
Sentence: 140,15,energietransitie,I-target,-,4
Sentence: 140,16,.,O,-,-
Sentence: 141,1,De,B-holder,-,6
Sentence: 141,2,VVD,I-holder,-,6
Sentence: 141,3,fractie,I-holder,-,6
Sentence: 141,4,in,I-holder,-,6
Sentence: 141,5,Overijssel,I-holder,-,6
Sentence: 141,6,spreekt,B-expression,pos,-
Sentence: 141,7,nogmaals,O,-,-
Sentence: 141,8,hun,I-expression,pos,-
Sentence: 141,9,voorkeur,I-expression,pos,-
Sentence: 141,10,uit,I-expression,pos,-
Sentence: 141,11,:,I-expression,pos,-
Sentence: 141,12,er,I-expression,pos,-
Sentence: 141,13,moet,I-expression,pos,-
Sentence: 141,14,een,B-target,-,6
Sentence: 141,15,kerncentrale,I-target,-,6
Sentence: 141,16,komen,I-expression,pos,-
Sentence: 141,17,om,O,-,-
Sentence: 141,18,de,O,-,-
Sentence: 141,19,klimaatdoelstellingen,O,-,-
Sentence: 141,20,te,O,-,-
Sentence: 141,21,halen,O,-,-
Sentence: 141,22,.,O,-,-
Sentence: 142,1,Met,O,-,-
Sentence: 142,2,een,O,-,-
Sentence: 142,3,speciale,O,-,-
Sentence: 142,4,informatieavond,O,-,-
Sentence: 142,5,op,O,-,-
Sentence: 142,6,17,O,-,-
Sentence: 142,7,maart,O,-,-
Sentence: 142,8,wil,B-expression,neg,-
Sentence: 142,9,Koolhuis,B-holder,-,8
Sentence: 142,10,het,B-target,-,8
Sentence: 142,11,nepnieuws,I-target,-,8
Sentence: 142,12,rondom,I-target,-,8
Sentence: 142,13,kernenergie,I-target,-,8
Sentence: 142,14,de,I-expression,neg,-
